datetime,v,vw,o,c,h,l,t,n
2023-11-15 12:00:00,119572.0,188.2847,187.97,188.3,188.52,187.97,1700049600000,2043
2023-11-15 13:00:00,1424333.0,187.5665,188.1009,187.86,188.88,187.44,1700053200000,6726
2023-11-15 14:00:00,6630082.0,188.2281,187.89,188.24,188.7,187.44,1700056800000,97548
2023-11-15 15:00:00,7729482.0,188.451,188.225,189.175,189.24,187.85,1700060400000,160255
2023-11-15 16:00:00,6684935.0,189.1199,189.175,188.759,189.5,188.61,1700064000000,71689
2023-11-16 10:00:00,11352.0,188.3182,188.22,188.3,188.4,188.21,1700128800000,175
2023-11-16 11:00:00,29572.0,188.0867,188.26,188.05,188.3,187.9,1700132400000,689
2023-11-16 12:00:00,91767.0,188.0189,188.21,188.2,188.3,187.7,1700136000000,2036
2023-11-16 13:00:00,326684.0,188.5606,188.15,189.12,189.18,187.81,1700139600000,6060
2023-11-16 14:00:00,13551659.0,190.1324,189.13,190.69,190.96,188.92,1700143200000,153801
2023-11-16 15:00:00,8430058.0,189.9251,190.685,189.455,190.85,189.01,1700146800000,171556
2023-11-16 16:00:00,5630495.0,189.1251,189.46,189.29,189.57,188.72,1700150400000,66284
2023-11-17 10:00:00,19324.0,190.2193,190.06,190.15,190.31,190.06,1700215200000,387
2023-11-17 11:00:00,13904.0,190.0484,190.15,190.0,190.18,189.82,1700218800000,302
2023-11-17 12:00:00,50816.0,190.1103,190.08,190.1,190.29,190.0,1700222400000,1057
2023-11-17 13:00:00,191816.0,190.0793,190.15,189.95,190.39,189.63,1700226000000,4165
2023-11-17 14:00:00,8970240.0,189.9647,189.91,189.77,190.4,189.14,1700229600000,92144
2023-11-17 15:00:00,8223411.0,189.2528,189.77,189.5709,189.78,188.57,1700233200000,159201
2023-11-17 16:00:00,4531291.0,189.0982,189.57,189.245,189.6,188.82,1700236800000,50252
2023-11-20 10:00:00,21888.0,189.5724,189.55,189.67,189.68,189.5,1700474400000,455
2023-11-20 11:00:00,15119.0,189.6756,189.67,189.59,189.88,189.58,1700478000000,543
2023-11-20 12:00:00,33482.0,189.5373,189.67,189.5,189.68,189.4,1700481600000,827
2023-11-20 13:00:00,218085.0,189.9418,189.68,190.15,190.25,189.13,1700485200000,4625
2023-11-20 14:00:00,6908297.0,190.9757,190.13,191.22,191.669,189.55,1700488800000,109772
2023-11-20 15:00:00,6387227.0,190.8466,191.22,191.1121,191.3687,190.43,1700492400000,178294
2023-11-20 16:00:00,4002881.0,191.1781,191.12,191.3199,191.37,191.0101,1700496000000,47702
2023-11-21 10:00:00,677.0,191.1882,191.2,191.18,191.2,191.18,1700560800000,28
2023-11-21 11:00:00,24465.0,191.0895,191.2,191.13,191.25,190.92,1700564400000,651
2023-11-21 12:00:00,36965.0,191.2702,191.15,191.15,191.44,191.05,1700568000000,898
2023-11-21 13:00:00,197835.0,190.9654,191.15,190.6,191.54,190.59,1700571600000,4333
2023-11-21 14:00:00,5301062.0,191.0209,190.58,190.82,191.52,190.495,1700575200000,81565
2023-11-21 15:00:00,6697967.0,190.525,190.835,190.2475,191.4601,190.07,1700578800000,143852
2023-11-21 16:00:00,4067258.0,189.9956,190.25,190.2219,191.4601,189.74,1700582400000,45818
2023-11-22 10:00:00,12765.0,190.6908,190.51,190.88,190.98,190.5,1700647200000,325
2023-11-22 11:00:00,11826.0,190.8106,190.8,190.7,190.94,190.69,1700650800000,286
2023-11-22 12:00:00,69757.0,190.9831,190.7,191.02,191.15,190.69,1700654400000,1422
2023-11-22 13:00:00,159660.0,190.9934,190.72,191.1785,191.18,190.1,1700658000000,3328
2023-11-22 14:00:00,7818962.0,192.2796,191.15,191.9125,192.93,191.11,1700661600000,101140
2023-11-22 15:00:00,6286072.0,191.8295,191.92,191.45,192.37,191.39,1700665200000,145080
2023-11-22 16:00:00,3527773.0,191.6689,191.455,191.6623,191.865,191.44,1700668800000,38504
2023-11-24 10:00:00,9966.0,191.057,191.08,191.1,191.1,190.97,1700820000000,209
2023-11-24 11:00:00,15038.0,190.8689,191.1,190.76,191.1,190.72,1700823600000,351
2023-11-24 12:00:00,30381.0,190.7768,190.8,190.77,190.9,190.67,1700827200000,559
2023-11-24 13:00:00,95854.0,190.7864,190.7989,190.85,191.35,190.59,1700830800000,2501
2023-11-24 14:00:00,4580607.0,190.1941,190.88,190.0,190.9,189.69,1700834400000,83580
2023-11-24 15:00:00,5631990.0,189.5619,189.99,189.485,190.09,189.25,1700838000000,146932
2023-11-24 16:00:00,4455572.0,189.5648,189.49,189.6,189.7889,189.35,1700841600000,44709
2023-11-27 10:00:00,5547.0,189.4426,189.27,189.51,189.51,189.27,1701079200000,156
2023-11-27 11:00:00,6603.0,189.4319,189.55,189.4,189.55,189.38,1701082800000,174
2023-11-27 12:00:00,31703.0,189.5858,189.4,189.63,189.7,189.39,1701086400000,708
2023-11-27 13:00:00,137893.0,189.7814,189.67,189.61,190.07,188.9,1701090000000,3262
2023-11-27 14:00:00,5220690.0,189.5324,189.6634,189.25,190.39,188.9,1701093600000,94079
2023-11-27 15:00:00,4968404.0,189.3572,189.25,189.335,189.91,189.01,1701097200000,172136
2023-11-27 16:00:00,4747727.0,189.7041,189.33,190.27,190.42,189.045,1701100800000,53715
2023-11-28 10:00:00,7849.0,189.8734,189.87,189.98,189.98,189.86,1701165600000,86
2023-11-28 11:00:00,18323.0,189.9659,190.0,189.89,190.13,189.89,1701169200000,523
2023-11-28 12:00:00,35710.0,189.9204,190.01,189.63,190.07,189.63,1701172800000,866
2023-11-28 13:00:00,382586.0,189.7822,190.05,190.08,190.1,189.41,1701176400000,3282
2023-11-28 14:00:00,4190413.0,189.7715,190.06,189.72,190.27,189.4,1701180000000,73842
2023-11-28 15:00:00,5977932.0,190.1439,189.715,190.145,190.61,189.715,1701183600000,137403
2023-11-28 16:00:00,4426586.0,190.6766,190.145,190.71,191.08,190.08,1701187200000,49386
2023-11-29 10:00:00,4545.0,190.3116,190.3,190.26,190.38,190.26,1701252000000,159
2023-11-29 11:00:00,14347.0,190.249,190.22,190.46,190.46,190.17,1701255600000,377
2023-11-29 12:00:00,99901.0,190.4748,190.4,190.47,190.68,190.28,1701259200000,1678
2023-11-29 13:00:00,190529.0,190.6894,190.36,190.7,191.03,189.72,1701262800000,4387
2023-11-29 14:00:00,5289193.0,191.6618,190.76,191.74,192.09,190.4434,1701266400000,61224
2023-11-29 15:00:00,5818225.0,191.0129,191.74,190.925,191.82,190.6,1701270000000,176454
2023-11-29 16:00:00,4948698.0,190.2711,190.935,189.92,190.955,189.9103,1701273600000,50865
2023-11-30 10:00:00,1953.0,189.4696,189.45,189.44,189.5,189.44,1701338400000,43
2023-11-30 11:00:00,7530.0,189.4707,189.51,189.4,189.52,189.38,1701342000000,145
2023-11-30 12:00:00,39055.0,189.9052,189.56,189.98,190.05,189.56,1701345600000,706
2023-11-30 13:00:00,764711.0,189.4902,189.61,189.72,190.2,189.51,1701349200000,3326
2023-11-30 14:00:00,4477765.0,189.572,189.7,189.205,190.32,189.05,1701352800000,50343
2023-11-30 15:00:00,6124985.0,188.8395,189.21,188.76,189.35,188.34,1701356400000,176806
2023-11-30 16:00:00,3838348.0,188.4726,188.75,188.24,188.919,188.19,1701360000000,50366
2023-12-01 10:00:00,8712.0,189.9862,190.08,189.87,190.1,189.87,1701424800000,176
2023-12-01 11:00:00,3765.0,189.9565,189.85,189.95,190.06,189.85,1701428400000,93
2023-12-01 12:00:00,52767.0,189.7732,189.95,189.61,189.97,189.55,1701432000000,713
2023-12-01 13:00:00,91876.0,189.7255,189.75,189.54,190.15,189.51,1701435600000,2530
2023-12-01 14:00:00,4797590.0,189.8938,189.54,189.96,190.49,189.23,1701439200000,54327
2023-12-01 15:00:00,6037857.0,190.2272,189.97,190.34,190.5,189.913,1701442800000,184497
2023-12-01 16:00:00,6581219.0,190.7717,190.35,191.04,191.25,190.18,1701446400000,73205
2023-12-04 10:00:00,15806.0,190.2667,190.3,190.18,190.36,190.16,1701684000000,226
2023-12-04 11:00:00,20150.0,190.1092,190.2,190.0,190.33,190.0,1701687600000,366
2023-12-04 12:00:00,59864.0,190.0496,190.09,190.22,190.25,189.78,1701691200000,1104
2023-12-04 13:00:00,149689.0,190.0638,190.11,189.9051,191.24,189.76,1701694800000,3536
2023-12-04 14:00:00,6501287.0,189.5144,189.86,189.3972,190.05,188.93,1701698400000,75445
2023-12-04 15:00:00,7536712.0,188.4967,189.4,188.03,189.64,187.75,1701702000000,241724
2023-12-04 16:00:00,4916602.0,187.9025,188.02,188.3601,188.42,187.4511,1701705600000,61493
2023-12-05 10:00:00,83886.0,188.4356,188.6,188.67,188.77,188.0,1701770400000,1143
2023-12-05 11:00:00,46234.0,188.7142,188.76,188.57,188.86,188.56,1701774000000,712
2023-12-05 12:00:00,176371.0,189.5356,188.64,190.26,190.5,188.61,1701777600000,3021
2023-12-05 13:00:00,224059.0,190.0886,188.605,190.05,190.49,188.15,1701781200000,5131
2023-12-05 14:00:00,13315815.0,192.3001,190.06,192.69,193.35,189.84,1701784800000,133767
2023-12-05 15:00:00,12978943.0,193.7655,192.66,194.26,194.36,192.61,1701788400000,240119
2023-12-05 16:00:00,6880740.0,193.5609,194.265,193.2141,194.4,192.62,1701792000000,73632
2023-12-06 10:00:00,6722.0,193.6703,193.55,193.66,193.78,193.55,1701856800000,156
2023-12-06 11:00:00,20398.0,193.4707,193.64,193.45,193.69,193.3,1701860400000,512
2023-12-06 12:00:00,49673.0,193.3948,193.45,193.53,193.55,193.25,1701864000000,992
2023-12-06 13:00:00,256120.0,193.7905,193.5,194.04,194.05,193.25,1701867600000,5312
2023-12-06 14:00:00,6500297.0,193.6771,194.04,193.15,194.76,192.96,1701871200000,70235
2023-12-06 15:00:00,6548362.0,192.6915,193.14,192.6529,193.165,192.205,1701874800000,180993
2023-12-06 16:00:00,4209641.0,192.9037,192.67,193.04,193.34,192.47,1701878400000,47431
2023-12-07 10:00:00,14757.0,192.3193,192.39,192.4,192.4,192.12,1701943200000,330
2023-12-07 11:00:00,5335.0,192.3088,192.27,192.29,192.36,192.22,1701946800000,97
2023-12-07 12:00:00,13707.0,192.3462,192.3,192.35,192.43,192.25,1701950400000,263
2023-12-07 13:00:00,135138.0,192.7059,192.26,192.94,193.17,191.88,1701954000000,3469
2023-12-07 14:00:00,8204551.0,194.2508,193.0,193.89,194.92,192.93,1701957600000,74266
2023-12-07 15:00:00,6422747.0,194.6247,193.89,194.7937,194.98,193.88,1701961200000,177593
2023-12-07 16:00:00,4386176.0,194.5641,194.8,194.87,194.9,194.02,1701964800000,52893
2023-12-08 10:00:00,8552.0,194.2413,194.13,194.23,194.3,194.13,1702029600000,177
2023-12-08 11:00:00,17778.0,194.2122,194.22,194.0,194.33,194.0,1702033200000,287
2023-12-08 12:00:00,25238.0,193.8823,193.9,194.05,194.05,193.78,1702036800000,547
2023-12-08 13:00:00,395476.0,193.9147,193.85,194.1,194.39,193.44,1702040400000,6375
2023-12-08 14:00:00,6380426.0,194.0984,194.11,193.82,194.55,193.65,1702044000000,59321
2023-12-08 15:00:00,7135322.0,194.6256,193.82,194.9799,195.0,193.82,1702047600000,184266
2023-12-08 16:00:00,4102574.0,194.6471,194.975,194.4501,195.0,194.271,1702051200000,47639
2023-12-11 10:00:00,38845.0,194.7884,194.83,194.64,194.85,194.61,1702288800000,568
2023-12-11 11:00:00,22212.0,194.5833,194.66,194.7,194.7,194.46,1702292400000,510
2023-12-11 12:00:00,125992.0,195.114,194.75,194.95,195.5,194.74,1702296000000,2096
2023-12-11 13:00:00,273564.0,194.8989,194.98,194.91,195.4763,194.48,1702299600000,5080
2023-12-11 14:00:00,13018277.0,193.0,194.91,192.89,195.19,191.54,1702303200000,131647
2023-12-11 15:00:00,9497034.0,192.2444,192.9,191.96,193.04,191.705,1702306800000,254138
2023-12-11 16:00:00,7254982.0,191.8538,191.965,191.98,192.225,191.42,1702310400000,69689
2023-12-12 10:00:00,41377.0,192.562,192.8,192.54,192.84,192.29,1702375200000,669
2023-12-12 11:00:00,6075.0,192.705,192.54,192.64,192.85,192.54,1702378800000,118
2023-12-12 12:00:00,60448.0,192.9543,192.74,193.12,193.24,192.65,1702382400000,1185
2023-12-12 13:00:00,1118048.0,193.0669,192.73,192.5,193.55,192.23,1702386000000,6133
2023-12-12 14:00:00,6479190.0,192.3749,192.55,192.415,193.39,191.721,1702389600000,67841
2023-12-12 15:00:00,6991844.0,192.9498,192.4186,193.21,193.42,192.26,1702393200000,175871
2023-12-12 16:00:00,4211347.0,193.3237,193.215,193.435,193.62,193.13,1702396800000,46904
2023-12-13 10:00:00,13664.0,194.4964,194.65,194.51,194.65,194.41,1702461600000,287
2023-12-13 11:00:00,67931.0,195.017,194.51,195.36,195.36,194.51,1702465200000,1150
2023-12-13 12:00:00,61464.0,195.2063,195.18,195.4,195.46,195.0,1702468800000,1168
2023-12-13 13:00:00,399787.0,195.793,195.1,195.89,196.19,194.53,1702472400000,6908
2023-12-13 14:00:00,7775409.0,195.8027,195.83,195.91,196.58,194.71,1702476000000,79597
2023-12-13 15:00:00,7551885.0,196.3196,195.9,196.322,196.7381,195.8,1702479600000,184114
2023-12-13 16:00:00,5628705.0,196.0677,196.33,195.9501,196.46,195.65,1702483200000,55447
2023-12-14 10:00:00,22116.0,198.1408,197.99,198.19,198.28,197.91,1702548000000,514
2023-12-14 11:00:00,25154.0,197.9395,198.09,197.95,198.1,197.78,1702551600000,674
2023-12-14 12:00:00,89167.0,198.0464,197.98,198.0,198.15,197.93,1702555200000,1757
2023-12-14 13:00:00,312394.0,198.1169,197.98,198.26,198.97,197.9,1702558800000,5568
2023-12-14 14:00:00,11402194.0,199.0151,198.26,199.2,199.62,197.5,1702562400000,104451
2023-12-14 15:00:00,10782650.0,199.1049,199.19,199.12,199.6,198.0716,1702566000000,215101
2023-12-14 16:00:00,8283646.0,198.3545,199.125,197.7979,199.27,197.76,1702569600000,77058
2023-12-15 10:00:00,12340.0,198.2362,198.25,198.25,198.3,198.16,1702634400000,331
2023-12-15 11:00:00,7983.0,198.2826,198.25,198.25,198.34,198.25,1702638000000,188
2023-12-15 12:00:00,52704.0,197.9201,198.26,197.7,198.26,197.46,1702641600000,1252
2023-12-15 13:00:00,202610.0,198.0377,198.2501,198.15,198.77,197.5,1702645200000,4581
2023-12-15 14:00:00,23279697.0,197.4676,198.2,197.885,198.5,196.66,1702648800000,80793
2023-12-15 15:00:00,7615397.0,197.9122,197.89,197.677,198.3999,197.42,1702652400000,127920
2023-12-15 16:00:00,4742709.0,197.7004,197.68,197.935,198.02,197.35,1702656000000,56591
2023-12-18 10:00:00,14606.0,196.0143,195.8,196.05,196.2,195.8,1702893600000,419
2023-12-18 11:00:00,17672.0,196.1143,196.07,196.21,196.31,195.95,1702897200000,398
2023-12-18 12:00:00,48527.0,196.3285,196.32,196.48,196.5,196.12,1702900800000,1391
2023-12-18 13:00:00,1690040.0,197.3958,196.44,196.22,196.5,193.5,1702904400000,5092
2023-12-18 14:00:00,9707776.0,195.2364,196.22,194.925,196.63,194.39,1702908000000,113820
2023-12-18 15:00:00,8625856.0,195.0863,194.95,194.96,195.59,194.62,1702911600000,246738
2023-12-18 16:00:00,5178656.0,194.8728,194.95,194.835,195.29,194.65,1702915200000,60807
2023-12-19 10:00:00,2060.0,195.8875,195.9,195.85,195.94,195.8,1702980000000,99
2023-12-19 11:00:00,21084.0,195.9462,195.83,196.17,196.19,195.75,1702983600000,501
2023-12-19 12:00:00,78972.0,196.2091,196.07,196.5,196.52,195.98,1702987200000,1433
2023-12-19 13:00:00,1001041.0,196.0838,195.89,196.65,197.0,195.51,1702990800000,5289
2023-12-19 14:00:00,5354270.0,196.2617,196.55,196.5782,196.655,195.89,1702994400000,58741
2023-12-19 15:00:00,5434001.0,196.4937,196.58,196.725,196.84,196.05,1702998000000,168694
2023-12-19 16:00:00,3931499.0,196.6241,196.725,196.285,196.95,196.21,1703001600000,47697
2023-12-20 10:00:00,14232.0,195.8917,195.97,195.99,195.99,195.81,1703066400000,360
2023-12-20 11:00:00,17583.0,196.0246,195.99,196.0,196.12,195.86,1703070000000,414
2023-12-20 12:00:00,50732.0,196.0776,196.0,196.04,196.25,195.89,1703073600000,1170
2023-12-20 13:00:00,98391.0,196.2097,196.04,196.14,196.9,195.9799,1703077200000,3271
2023-12-20 14:00:00,6175014.0,197.2177,196.14,197.52,197.68,195.95,1703080800000,67109
2023-12-20 15:00:00,4874062.0,197.4321,197.51,197.385,197.665,197.23,1703084400000,171834
2023-12-20 16:00:00,3804400.0,197.2541,197.385,197.3037,197.44,197.01,1703088000000,49830
2023-12-21 10:00:00,7267.0,195.8318,195.93,195.79,195.94,195.75,1703152800000,161
2023-12-21 11:00:00,6867.0,195.8797,195.86,195.84,195.99,195.79,1703156400000,625
2023-12-21 12:00:00,33788.0,195.9094,195.89,195.85,195.99,195.81,1703160000000,653
2023-12-21 13:00:00,219224.0,196.0724,195.9,196.05,196.49,195.5,1703163600000,4746
2023-12-21 14:00:00,5056140.0,196.4627,196.08,195.78,197.08,195.68,1703167200000,56747
2023-12-21 15:00:00,7680419.0,195.0771,195.78,194.44,195.82,194.29,1703170800000,192964
2023-12-21 16:00:00,4418808.0,194.6816,194.435,194.49,194.97,194.34,1703174400000,54866
2023-12-22 10:00:00,14380.0,194.4075,194.21,194.53,194.56,194.15,1703239200000,349
2023-12-22 11:00:00,6492.0,194.6415,194.59,194.69,194.69,194.58,1703242800000,213
2023-12-22 12:00:00,34660.0,194.8998,194.74,194.94,194.99,194.74,1703246400000,606
2023-12-22 13:00:00,215780.0,194.9665,194.665,195.18,195.2,194.1,1703250000000,4318
2023-12-22 14:00:00,4721948.0,194.9686,195.18,195.235,195.41,194.425,1703253600000,54317
2023-12-22 15:00:00,5152309.0,194.6997,195.23,194.345,195.29,194.33,1703257200000,178719
2023-12-22 16:00:00,3736745.0,194.1968,194.34,194.13,194.38,194.01,1703260800000,48300
2023-12-26 10:00:00,2352.0,193.8662,193.83,193.84,193.92,193.83,1703584800000,78
2023-12-26 11:00:00,1735.0,193.8662,193.89,193.87,193.89,193.83,1703588400000,97
2023-12-26 12:00:00,20712.0,193.7941,193.85,193.87,193.88,193.7,1703592000000,719
2023-12-26 13:00:00,123432.0,193.6377,193.85,193.5294,194.02,193.116,1703595600000,4542
2023-12-26 14:00:00,4396803.0,193.4768,193.53,193.25,193.89,192.98,1703599200000,59846
2023-12-26 15:00:00,4155289.0,193.1539,193.255,193.225,193.44,192.89,1703602800000,210467
2023-12-26 16:00:00,2660270.0,193.0975,193.228,193.225,193.3,192.89,1703606400000,41372
2023-12-27 10:00:00,2194.0,192.8223,192.8,192.86,192.86,192.8,1703671200000,75
2023-12-27 11:00:00,4623.0,192.8163,192.81,192.82,192.83,192.8,1703674800000,152
2023-12-27 12:00:00,14436.0,192.8951,192.85,192.91,192.98,192.82,1703678400000,422
2023-12-27 13:00:00,302762.0,193.0278,192.8214,192.9133,193.05,192.8,1703682000000,3313
2023-12-27 14:00:00,4347697.0,192.6136,192.94,192.45,192.99,192.0,1703685600000,57862
2023-12-27 15:00:00,7267166.0,191.6849,192.455,191.67,192.54,191.1,1703689200000,201496
2023-12-27 16:00:00,6171992.0,191.7066,191.6788,192.1442,192.18,191.09,1703692800000,65599
2023-12-28 10:00:00,8175.0,193.7543,193.6,193.8,193.83,193.6,1703757600000,208
2023-12-28 11:00:00,4176.0,193.816,193.83,193.73,193.85,193.73,1703761200000,105
2023-12-28 12:00:00,24788.0,193.6568,193.75,193.64,193.75,193.56,1703764800000,651
2023-12-28 13:00:00,99635.0,193.6607,193.69,193.65,193.76,193.5142,1703768400000,3352
2023-12-28 14:00:00,5200091.0,194.302,193.63,194.095,194.66,193.4,1703772000000,56345
2023-12-28 15:00:00,4923855.0,194.1556,194.095,194.21,194.48,193.73,1703775600000,166852
2023-12-28 16:00:00,3054197.0,194.0941,194.2112,194.13,194.22,193.89,1703779200000,52324
2023-12-29 10:00:00,1125.0,193.7213,193.74,193.67,193.75,193.67,1703844000000,34
2023-12-29 11:00:00,3651.0,193.7246,193.75,193.75,193.75,193.67,1703847600000,80
2023-12-29 12:00:00,26469.0,193.7376,193.8,193.73,193.86,193.6,1703851200000,546
2023-12-29 13:00:00,77024.0,193.7592,193.72,193.93,193.95,193.56,1703854800000,2065
2023-12-29 14:00:00,3093594.0,193.7974,193.93,193.505,194.4,193.4301,1703858400000,40655
2023-12-29 15:00:00,3974474.0,193.1743,193.505,192.755,193.55,192.6646,1703862000000,172172
2023-12-29 16:00:00,4184810.0,192.2722,192.76,192.3201,192.8667,191.89,1703865600000,56122
2024-01-02 10:00:00,29855.0,190.002,190.0,189.76,190.24,189.7,1704189600000,1305
2024-01-02 11:00:00,121577.0,189.2501,189.68,188.94,189.68,188.8,1704193200000,3305
2024-01-02 12:00:00,174909.0,189.0329,189.02,188.4,189.65,188.4,1704196800000,4993
2024-01-02 13:00:00,555948.0,188.4356,189.03,188.1,192.53,187.78,1704200400000,16181
2024-01-02 14:00:00,15397513.0,187.3263,188.1,186.52,188.54,186.01,1704204000000,185413
2024-01-02 15:00:00,9904449.0,186.0725,186.52,185.89,187.0999,185.1843,1704207600000,293957
2024-01-02 16:00:00,7086716.0,186.6913,185.88,186.7443,187.35,185.87,1704211200000,102781
